cities,name,address,description,score,url,bonus,latitude,longitude
Toulouse,Citiz Hotel,"18 Allées Jean Jaurès, 31000 Toulouse, France","Toulouse - séjournez au cœur de la ville–Excellent emplacement - voir la carteVous pouvez bénéficier d'une réduction Genius dans l'établissement Citiz Hotel ! Connectez-vous pour économiser.Le Citiz Hotel vous accueille sur la place Wilson à Toulouse. Cet établissement 4 étoiles est situé à 5 minutes à pied du Capitole et à 10 minutes de marche de la gare de Matabiau. Ses chambres climatisées disposent d'une télévision par satellite à écran LCD et d'une connexion Wi-Fi gratuite.Lors de votre séjour au Citiz Hotel, vous aurez la possibilité de vous détendre en lisant un journal gratuit dans le bar-restaurant de l'hôtel.Les chambres du Citiz comprennent toutes un sèche-cheveux, un minibar et un plateau de courtoisie.L'aéroport de Toulouse-Blagnac se trouve à 15 minutes de route du Citiz Hotel. Le centre des congrès Pierre Baudis est accessible en 3 minutes en métro depuis la station Capitole.Un espace de stationnement public est situé devant l'hôtel. La navette aéroport s'arrête juste à côté de l'établissement. Le Stadium de Toulouse vous attend à 4 km. C'est le quartier préféré des voyageurs visitant Toulouse, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,2 pour un séjour à deux.L'établissement Citiz Hotel accueille des clients Booking.com depuis le 22 févr. 2010.En voir plus",7.8,https://www.booking.com/hotel/fr/citiz-toulouse.fr.html,    Parking    Connexion Wi-Fi gratuite    Animaux domestiques admis    Chambres non-fumeurs    Restaurant    Équipements pour les personnes handicapées    Plateau/bouilloire dans tous les hébergements    Bar,43.60566998,1.4491117
Toulouse,Hôtel Le Père Léon,"2 Place Esquirol, 31000 Toulouse, France","Toulouse - séjournez au cœur de la ville–Excellent emplacement - voir la carteL’Hôtel Le Père Léon est un établissement 3 étoiles situé dans le centre de Toulouse, juste en face de la station de métro Esquirol et à 3 km du Stadium de Toulouse. Dotées d’une connexion Wi-Fi gratuite, ses chambres, accessibles par ascenseur, possèdent une salle de bains privative.Toutes les chambres climatisées de l'Hôtel Le Père Léon sont insonorisées et disposent d'une télévision à écran plat avec les chaînes Canal+ et BeIn Sports. Leur salle de bains privative est pourvue d’articles de toilette gratuits, d’un sèche-cheveux et d’une baignoire ou d’une douche. Certaines sont adaptées aux personnes à mobilité réduite.Un petit-déjeuner buffet est servi chaque matin à l'Hôtel Le Père Léon. Vous trouverez plusieurs cafés et restaurants à moins de 350 mètres de l’établissement.Cet hôtel vous place à 180 mètres du musée des Augustins, à 3 minutes de marche de la Garonne et à 15 minutes à pied de la basilique Saint-Sernin. C'est le quartier préféré des voyageurs visitant Toulouse, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,5 pour un séjour à deux.L'établissement Hôtel Le Père Léon accueille des clients Booking.com depuis le 15 oct. 2012.En voir plus",8.5,https://www.booking.com/hotel/fr/ha-tel-le-pa-re-la-c-on.fr.html,    Parking    Connexion Wi-Fi gratuite    Chambres familiales    Équipements pour les personnes handicapées    Réception ouverte 24h/24    Ascenseur,43.60043699,1.4439974
Toulouse,Hôtel des Arts,"1 bis rue Cantegril, 31000 Toulouse, France","Toulouse - séjournez au cœur de la ville–Excellent emplacement - voir la carteVous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel des Arts ! Connectez-vous pour économiser.L’Hôtel des Arts est situé dans le centre historique de Toulouse, à seulement 1 minute à pied des cafés de la place Saint-Georges et à 2,8 km du Stadium de Toulouse. Ses chambres sont toutes décorées de façon différente et comprennent une salle de bains privative avec un sèche-cheveux. Une connexion Wi-Fi est disponible gratuitement dans l’ensemble de l’établissement.Présentant des murs en brique rouge et des touches de couleurs vives, les chambres sont contemporaines et insonorisées. Elles sont également toutes équipées d’une télévision à écran plat et de la climatisation.Moyennant des frais supplémentaires, vous pourrez déguster chaque matin en chambre un petit-déjeuner continental composé de produits frais. Vous aurez ensuite la possibilité de partir découvrir le quartier animé du Capitole, accessible en 8 minutes à pied.L’Hôtel des Arts vous accueille à seulement 1,4 km de la gare de Toulouse-Matabiau, à 1 minute à pied du musée des Augustins et à 800 mètres du couvent des Jacobins. Enfin, le canal du midi se trouve à 1 km, tandis que l’aéroport de Toulouse est implanté à 10,5 km. C'est le quartier préféré des voyageurs visitant Toulouse, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,6 pour un séjour à deux.L'établissement Hôtel des Arts accueille des clients Booking.com depuis le 25 juin 2012.En voir plus",8.4,https://www.booking.com/hotel/fr/ha-tel-des-arts-toulouse.fr.html,    Parking    Connexion Wi-Fi gratuite    Animaux domestiques admis    Navette aéroport    Chambres familiales    Chambres non-fumeurs,43.60153004,1.44710876
Carcassonne,Entre Bastide et Cité,"19 rue du Manège, 11000 Carcassonne, France","Situé à Carcassonne, le B&B Entre Bastide et Cité se trouve à seulement 5 minutes à pied de la ville fortifiée et à 20 minutes de marche de la citadelle fortifiée. L'établissement propose des chambres dotées d'une connexion Wi-Fi gratuite. Vous pourrez vous détendre sur le toit-terrasse muni de chaises longues.Accessibles par un escalier, toutes les chambres de l'Entre Bastide et Cité offrent des vues sur la citadelle fortifiée de Carcassonne. Élégamment décorées, elles sont toutes pourvues de murs en pierres. Les salles de bains privatives sont équipées d'un sèche-cheveux et d'articles de toilette gratuits.Un petit-déjeuner continental est servi chaque matin dans le salon ou sur la terrasse meublée. De nombreux restaurants et magasins sont implantés à proximité de la chambre d'hôtes.Un parking gratuit est accessible dans la rue. Enfin, le lac de la Cavayère est à 5 km de l'établissement. C'est le quartier préféré des voyageurs visitant Carcassonne, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,4 pour un séjour à deux.L'établissement Entre Bastide et Cité accueille des clients Booking.com depuis le 3 sept. 2012.En voir plus",9.1,https://www.booking.com/hotel/fr/entre-bastide-et-cita-c.fr.html,    Parking gratuit    Connexion Wi-Fi gratuite    Chambres non-fumeurs    Terrasse,43.20816115,2.35398442
Carcassonne,Chambres d'hotes - Le Magnolia,"59 RUE D ALSACE, 11000 Carcassonne, France","Installé à Carcassonne, à 2,5 km de la cathédrale et à 3,6 km de la zone commerciale Pont Rouge, le Chambres d'hotes - Le Magnolia propose des hébergements avec une connexion Wi-Fi gratuite, la climatisation, un bar et un jardin.Les chambres d’hôtes comprennent également un coin salon et une télévision à écran plat. Leur salle de bains privative est pourvue d’un sèche-cheveux, d’articles de toilette gratuits et d’une baignoire ou d’une douche.Un petit-déjeuner continental est servi tous les matins sur place.L’établissement met à votre disposition une terrasse.Parmi les lieux d’intérêt à proximité du Chambres d'hotes - Le Magnolia, vous trouverez le palais de justice, la médiathèque Grain d’Sel et la médiathèque Grain d’Aile. L’aéroport de Carcassonne-Salvaza, le plus proche, se situe à 6 km. Moyennant des frais supplémentaires, vous pourrez bénéficier d’un service de navette aéroport. Un parking est disponible gratuitement pour les motos et les vélos. C'est le quartier préféré des voyageurs visitant Carcassonne, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,4 pour un séjour à deux.L'établissement Chambres d'hotes - Le Magnolia accueille des clients Booking.com depuis le 2 mars 2020.En voir plus",9.6,https://www.booking.com/hotel/fr/b-amp-b-le-magnolia-carcassonne.fr.html,    Connexion Wi-Fi gratuite    Chambres familiales    Chambres non-fumeurs    Terrasse    Plateau/bouilloire dans tous les hébergements,43.215548,2.355568
Carcassonne,SOWELL HOTELS Les Chevaliers,"2 bis Rue des Calquières, 11000 Carcassonne, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement SOWELL HOTELS Les Chevaliers ! Connectez-vous pour économiser.Situé à Carcassonne, à 2 minutes à pied de l'Aude et offrant une vue sur le pont Vieux, le SOWELL HOTELS Les Chevaliers propose une connexion Wi-Fi gratuite. La cité médiévale est à seulement 10 minutes à pied.Certains logements bénéficient d’une terrasse donnant sur le jardin ou la cité médiévale.Un petit-déjeuner buffet est servi chaque matin. Le restaurant sert une cuisine traditionnelle et des spécialités locales. Vous pourrez prendre un verre sur la terrasse en profitant de la vue sur la cité médiévale.Le personnel de la réception, parlant espagnol et anglais, se fera un plaisir de vous fournir des conseils pratiques sur la régionL’aéroport de Carcassonne est le plus proche, à 4 km. C'est le quartier préféré des voyageurs visitant Carcassonne, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,3 pour un séjour à deux.L'établissement SOWELL HOTELS Les Chevaliers accueille des clients Booking.com depuis le 14 déc. 2017.En voir plus",8.2,https://www.booking.com/hotel/fr/soleil-vacances-les-chevaliers.fr.html,    Animaux domestiques admis    Spa et centre de bien-être    Connexion Wi-Fi gratuite    Chambres familiales    Restaurant    Équipements pour les personnes handicapées    Plateau/bouilloire dans tous les hébergements    Bar,43.21103244,2.35819995
Carcassonne,Hotel du Roi & Spa by SOWELL COLLECTION,"3 Rue des Calquières, 11000 Carcassonne, France","Faites-vous chouchouter comme une star en profitant du service exclusif de l'établissement Hotel du Roi & Spa by SOWELL COLLECTIONVous pouvez bénéficier d'une réduction Genius dans l'établissement Hotel du Roi & Spa by SOWELL COLLECTION ! Connectez-vous pour économiser.Doté d'un bar et d'un jardin, l'Hotel du Roi & Spa by SOWELL COLLECTION est situé à Carcassonne, à 18 km du château de Lastours et à 700 mètres de la Maison des Mémoires. Vous pourrez notamment profiter d’un restaurant, d’une réception ouverte 24h/24, d’un service d’étage et d’une connexion Wi-Fi gratuite dans l’ensemble des locaux. L’établissement possède des chambres familiales.Les chambres comportent une télévision par satellite et un coffre-fort. La salle de bains privative est pourvue d’une douche, de peignoirs et de chaussons. Les logements comportent un minibar.Lors de votre séjour à l'Hôtel du Roi & Spa by SOWELL COLLECTION, vous pourrez savourer un petit-déjeuner buffet.Pour vous détendre, une terrasse est à votre disposition sur place.La cathédrale de Carcassonne se trouve à 700 mètres de l'Hôtel du Roi & Spa by SOWELL COLLECTION. L’aéroport le plus proche, celui de Carcassonne-Salvaza, est situé à 5 km. C'est le quartier préféré des voyageurs visitant Carcassonne, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,4 pour un séjour à deux.L'établissement Hotel du Roi & Spa by SOWELL COLLECTION accueille des clients Booking.com depuis le 14 déc. 2017.En voir plus",8.2,https://www.booking.com/hotel/fr/soleilvacances-du-roi.fr.html,    Parking    Animaux domestiques admis    Spa et centre de bien-être    Connexion Wi-Fi gratuite    Chambres familiales    Restaurant    Bar,43.21085,2.357769
Carcassonne,Adonis Carcassonne,"15, rue de la Barbacane, 11000 Carcassonne, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Adonis Carcassonne ! Connectez-vous pour économiser.L'Adonis Carcassonne vous accueille au pied du centre historique de Carcassonne, à seulement 350 mètres de la ville médiévale. Vous bénéficierez d'une connexion Wi-Fi gratuite. L'aéroport de Carcassonne se trouve à 10 minutes en voiture.Tous les appartements et les studios de l'Adonis Carcassonne comprennent la climatisation, une télévision par satellite à écran LCD, un coffre-fort privé et une kitchenette avec des plaques chauffantes.Lors de votre séjour, vous pourrez déguster un petit-déjeuner buffet dans la salle à manger ou sur la terrasse.Sur place, vous disposerez d'un parking privé et d'un service de location de vélos pour visiter les châteaux cathares. Enfin, la basilique Saint-Nazaire se trouve à 5 minutes de route de l'Adonis Carcassonne. C'est le quartier préféré des voyageurs visitant Carcassonne, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,3 pour un séjour à deux.L'établissement Adonis Carcassonne accueille des clients Booking.com depuis le 29 oct. 2010.Chaîne hôtelière/marque:AdonisEn voir plus",7.6,https://www.booking.com/hotel/fr/adonis-la-barbacane.fr.html,    Parking    Connexion Wi-Fi gratuite    Chambres familiales    Chambres non-fumeurs    Terrasse,43.20478378,2.36022029
Carcassonne,Hotel Espace Cite,"132, Rue Trivalle, 11000 Carcassonne, France","L'Hotel Espace Cite est situé à seulement 200 mètres du centre-ville médiéval de Carcassone et à 500 mètres du canal du Midi, deux sites classés au patrimoine mondial de l'UNESCO. Cet hôtel dispose d’une connexion Wi-Fi gratuite.Toutes les chambres climatisées comprennent une télévision à écran plat et une salle de bains privative pourvue d'une douche.Un petit-déjeuner buffet est servi chaque matin dans la salle du petit-déjeuner de l'hôtel ou, par beau temps, sur la terrasse offrant une vue sur la cité médiévale. Veuillez noter que la salle de petit-déjeuner est au 1er étage, sans ascenseur.Sous réserve de disponibilité, l'hôtel propose un parking privé dans un garage souterrain moyennant des frais supplémentaires.La gare de Carcassonne se trouve à 2,5 km. C'est le quartier préféré des voyageurs visitant Carcassonne, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,7 pour un séjour à deux.L'établissement Hotel Espace Cite accueille des clients Booking.com depuis le 1 juin 2007.En voir plus",8.3,https://www.booking.com/hotel/fr/inter-espace-cite.fr.html,    Parking    Animaux domestiques admis    Connexion Wi-Fi gratuite    Chambres familiales    Chambres non-fumeurs    Équipements pour les personnes handicapées,43.2083547,2.36776024
Carcassonne,La Rapière,"9 Montée Gaston Combéléran, 11000 Carcassonne, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement La Rapière ! Connectez-vous pour économiser.La chambre d'hôtes La Rapiere est située à Carcassonne, juste à l'extérieur des remparts médiévaux, à seulement 150 mètres de la cité médiévale et à 15 minutes à pied du centre-ville. L’établissement possède un bar-restaurant ouvert en saison doté d'une terrasse donnant sur la cité médiévale. Une connexion Wi-Fi est disponible gratuitement.Décorées avec simplicité dans des tons neutres, toutes les chambres comprennent la climatisation, une télévision et une salle de bains privative. Deux chambres de La Rapière offrent une vue sur la cité médiévale et une chambre possède une terrasse privée.Vous pourrez déguster un petit-déjeuner continental dans la salle à manger ou sur la terrasse sur place. Une gamme de boissons est disponible au bar, tandis que le restaurant sert une cuisine française et locale sous forme de menus fixes.Un parking est disponible gratuitement sur place. L’autoroute A61 se trouve à 3 km. Le canal du Midi est accessible à 20 minutes à pied. Si vous arrivez en train, la gare de Carcassonne est idéalement située à 2 km. C'est le quartier préféré des voyageurs visitant Carcassonne, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,7 pour un séjour à deux.L'établissement La Rapière accueille des clients Booking.com depuis le 13 févr. 2012.En voir plus",8.4,https://www.booking.com/hotel/fr/la-rapia-re.fr.html,    Parking gratuit    Animaux domestiques admis    Connexion Wi-Fi gratuite    Chambres familiales    Restaurant    Chambres non-fumeurs    Bar,43.2082374,2.36704409
Carcassonne,Domaine du Prieuré Couvent & Presbytère,"9 Rue Des Saumes - Hameau De Grezes, 11000 Carcassonne, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Domaine du Prieuré Couvent & Presbytère ! Connectez-vous pour économiser.La propriété du Couvent propose deux villas à Grèzes, à 10 minutes de route de Carcassonne. L'une des villas est un ancien couvent et l'autre un ancien presbytère. Cet établissement possède une connexion Wi-Fi gratuite ainsi qu'une piscine extérieure et un jardin communs.Les villas disposent d'une terrasse privée et d'un coin salon avec télévision par satellite. Vous pourrez vous détendre sur la terrasse ou utiliser le barbecue.Il met à votre disposition une aire de jeux pour enfants et un parking privé gratuit. Domaine du Prieuré Couvent & Presbytère se trouve dans le village de Grèzes, à seulement 5 minutes de route de l'aéroport de Carcassonne. L'établissement Domaine du Prieuré Couvent & Presbytère accueille des clients Booking.com depuis le 15 déc. 2010.En voir plus",9.4,https://www.booking.com/hotel/fr/le-couvent-carcassonne.fr.html,    1 piscine    Parking gratuit    Animaux domestiques admis    Connexion Wi-Fi gratuite    Chambres familiales    Restaurant,43.21626207,2.28648797
Carcassonne,Mercure Carcassonne La Cité,"18 Rue Camille Saint-Saens, 11000 Carcassonne, France","Offrant une vue sur les remparts de la ville, le Mercure Carcassonne La Cité est situé à seulement 4 minutes à pied du quartier médiéval de Carcassonne. Il propose une piscine extérieure ouverte en été et une connexion Wi-Fi gratuite.Le Mercure Carcassonne Porte De La Cite dispose de chambres climatisées avec une salle de bains privative moderne. Décorées dans des tons pastel, elles donnent sur le jardin ou la montagne Noire.Au restaurant Le Vicomté sur place, vous dégusterez des spécialités méditerranéennes pour le déjeuner et le dîner, accompagnées d'une sélection de vins. Vous apprécierez également de vous détendre au bar, près de la cheminée.Lors de votre séjour au Mercure Carcassonne La Cité, vous profiterez d'un jardin, d'un service d'étage, de 3 salles de réunion pouvant accueillir jusqu'à 90 personnes et d'un parking privé gratuit. Enfin, la gare de Carcassonne se trouve à 2,5 km. C'est le quartier préféré des voyageurs visitant Carcassonne, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,3 pour un séjour à deux.L'établissement Mercure Carcassonne La Cité accueille des clients Booking.com depuis le 8 juil. 2008.Chaîne hôtelière/marque:MercureEn voir plus",8.1,https://www.booking.com/hotel/fr/carcassonne-porte-de-la-cite.fr.html,    1 piscine    Parking gratuit    Animaux domestiques admis    Connexion Wi-Fi gratuite    Chambres familiales    Restaurant    Plateau/bouilloire dans tous les hébergements    Bar,43.2071641,2.36981213
Carcassonne,"Demeure Saint Louis, cité 10mn à pieds, piscine chauffée, Clim AC, Parking privé","2 Rue Michel Sabatier, 11000 Carcassonne, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Demeure Saint Louis, cité 10mn à pieds, piscine chauffée, Clim AC, Parking privé ! Connectez-vous pour économiser.Occupant une charmante maison d'hôtes datant du XVIIIe siècle, le B & B Demeure Saint-Louis constitue une base idéale pour visiter la ville médiévale de Carcassonne. Il propose des chambres à la décoration personnalisée, ainsi qu'un jardin fleuri avec un étang et une terrasse ombragée.Toutes les chambres du Demeure Saint-Louis comprennent la climatisation, une connexion Wi-Fi gratuite, ainsi qu'une salle de bains privative avec douche ou baignoire. Certaines sont équipées d'une télévision.Chaque matin, le petit-déjeuner vous sera servi dans l'élégante salle à manger dotée de lustres et de parquet verni. Vous apprécierez également de vous détendre avec un livre dans le salon confortable.Enfin, le B & B Demeure Saint Louis met gratuitement à votre disposition un parking privé sécurisé sur place. C'est le quartier préféré des voyageurs visitant Carcassonne, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,3 pour un séjour à deux.L'établissement Demeure Saint Louis, cité 10mn à pieds, piscine chauffée, Clim AC, Parking privé accueille des clients Booking.com depuis le 4 juin 2009.En voir plus",9.0,https://www.booking.com/hotel/fr/demeure-saint-louis.fr.html,    1 piscine    Parking gratuit    Animaux domestiques admis    Spa et centre de bien-être    Connexion Wi-Fi gratuite    Chambres familiales    Plateau/bouilloire dans tous les hébergements    Bar,43.21027641,2.3622188
Carcassonne,Hôtel Montmorency & Spa,"2 Rue Camille Saint Saens, 11000 Carcassonne, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Montmorency & Spa ! Connectez-vous pour économiser.Situé à 30 mètres de l'entrée de la cité médiévale de Carcassonne, l'Hôtel Montmorency propose une connexion Wi-Fi gratuite, une piscine extérieure et un jacuzzi. Moyennant des frais supplémentaires, vous profiterez d'un spa avec une piscine intérieure et un hammam.Les chambres de l'Hotel Montmorency comprennent un téléphone, une télévision à écran LCD, ainsi qu'une salle de bains privative pourvue d'une baignoire. Certaines sont dotées de la climatisation.Vous apprécierez un moment de détente avec une boisson au bar du Montmorency, agrémenté d'une terrasse panoramique. Des collations sont également disponibles.Le Montmorency Hotel se trouve à 60 km de Narbonne et à 70 km de Castres. Le parking privé sur place est accessible moyennant des frais supplémentaires. Vous rejoindrez la gare de Carcassonne en 10 minutes de route. C'est le quartier préféré des voyageurs visitant Carcassonne, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,7 pour un séjour à deux.L'établissement Hôtel Montmorency & Spa accueille des clients Booking.com depuis le 24 juin 2009.En voir plus",8.3,https://www.booking.com/hotel/fr/montmorency.fr.html,    2 piscines    Parking    Animaux domestiques admis    Spa et centre de bien-être    Connexion Wi-Fi gratuite    Chambres familiales    Bar,43.20706635,2.36708701
Carcassonne,Hôtel l'Aragon,"15 montée Combeleran, 11000 Carcassonne, France","Situé à seulement 50 mètres du centre historique de Carcassonne dans l'Aude, l'hôtel l'Aragon propose une connexion Wi-Fi gratuite dans l'ensemble de ses locaux, un parking privé accessible sans frais sur place et une réception ouverte 24h/24.Ses chambres sont équipées de la climatisation, d'une télévision par satellite à écran plat et d'une salle de bains privative avec des articles de toilette gratuits et un sèche-cheveux.Un petit-déjeuner buffet est servi chaque matin sur place. Vous aurez la possibilité de vous détendre dans le salon ou sur la terrasse, par beau temps.Enfin, cet établissement se trouve à 9 minutes à pied de l'église Saint-Nazaire et à 5 minutes de marche du château Comtal. C'est le quartier préféré des voyageurs visitant Carcassonne, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,7 pour un séjour à deux.L'établissement Hôtel l'Aragon accueille des clients Booking.com depuis le 5 mai 2011.En voir plus",8.4,https://www.booking.com/hotel/fr/l-aragon.fr.html,    1 piscine    Parking gratuit    Connexion Wi-Fi gratuite    Chambres familiales    Chambres non-fumeurs,43.20779948,2.36734718
Carcassonne,ibis Carcassonne Centre - La Cité,"5, square Gambetta, 11000 Carcassonne, France","L'ibis Carcassonne Centre bénéficie d'un emplacement idéal à 1 km de la gare de Carcassonne et à seulement 800 mètres du cœur médiéval de la ville. Il dispose d'une réception ouverte 24h/24 et propose des hébergements climatisés dotés d'une connexion Wi-Fi gratuite.Chaque chambre comprend une télévision par satellite à écran plat et un bureau. Leur salle de bains privative est pourvue d'un sèche-cheveux et d'articles de toilette.Tous les matins, l'établissement sert un petit-déjeuner buffet composé de plats sucrés et salés, tels que des œufs, de la salade de fruits, des yaourts et des jus de fruits. Des viennoiseries préparées sur place et des madeleines fraîches sont également proposées, ainsi qu'une boisson chaude et un fruit à emporter. Vous pourrez profiter d'un repas plus léger en dehors des horaires de petit-déjeuner habituels, à partir de 4h00. L’hôtel comporte par ailleurs un snack-bar ouvert toute la journée.Une partie du Canal du Midi datant du XVIIe siècle se trouve à 500 mètres de l'hôtel. Le théâtre Jean Alary, le musée des Beaux-Arts et le château comtal sont accessibles en 10 minutes de marche. Enfin, la zone industrielle de Pont-Rouge est à 10 minutes de route de l'ibis Carcassonne Centre, tandis que l'aéroport de Carcassonne-Salvaza est accessible en 13 minutes en voiture. C'est le quartier préféré des voyageurs visitant Carcassonne, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,8 pour un séjour à deux.L'établissement ibis Carcassonne Centre - La Cité accueille des clients Booking.com depuis le 23 sept. 2011.Chaîne hôtelière/marque:ibisEn voir plus",7.3,https://www.booking.com/hotel/fr/ibis-carcassonne-centre.fr.html,    Parking    Animaux domestiques admis    Connexion Wi-Fi gratuite    Chambres non-fumeurs    Équipements pour les personnes handicapées    Réception ouverte 24h/24    Bar,43.21157055,2.35732913
Carcassonne,Hotel De La Bastide,"81 Rue De La Liberte, 11000 Carcassonne, France","L'hôtel De La Bastide est un hôtel à la gestion familiale situé dans le centre de Carcassonne, à 5 minutes à pied de la gare et à 25 minutes de marche de la cité médiévale. Vous aurez la possibilité de vous garer gratuitement dans un parking public à 50 mètres.Desservies par un ascenseur, les chambres comprennent la climatisation, une télévision à écran LCD et une connexion Wi-Fi gratuite.Toutes les chambres et les parties communes de l'établissement sont non-fumeurs.Enfin, une navette aéroport s'arrête à seulement 150 mètres de l'hôtel De La Bastide. C'est le quartier préféré des voyageurs visitant Carcassonne, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,5 pour un séjour à deux.L'établissement Hotel De La Bastide accueille des clients Booking.com depuis le 9 mars 2009.En voir plus",8.1,https://www.booking.com/hotel/fr/de-la-bastide.fr.html,    Parking gratuit    Connexion Wi-Fi gratuite    Chambres familiales    Chambres non-fumeurs    Navette aéroport,43.2156776,2.34974384
Carcassonne,Best Western Plus Le Donjon - Cœur de La Cité Médiévale,"2 Rue Du Comte Roger, La Cité, 11000 Carcassonne, France","Situé au cœur de la cité médiévale de Carcassonne, le Best Western Plus Le Donjon - Cœur de La Cité Médiévale est entouré par les anciens remparts de la ville. Cet hôtel possède un restaurant et un bar. L’établissement se compose de 2 bâtiments. Vous profiterez d’une connexion Wi-Fi gratuite dans l’ensemble des locaux.Offrant une vue sur la rue ou le jardin, les chambres sont décorées individuellement et disposent d’une télévision à écran plat. Elles donnent sur la citadelle ou le jardin de l’hôtel.Chaque matin, vous pourrez savourer un petit-déjeuner buffet sur place. Le restaurant de l’établissement sert une cuisine française traditionnelle. Vous pourrez aussi vous détendre au bar à cocktails en soirée.La réception est ouverte 24h/24, et un service d’étage est disponible sur demande. Des services de nettoyage à sec et de blanchisserie sont également assurés.La gare de Carcassonne se trouve à 2,4 km du Best Western Le Donjon. Vous séjournerez à moins de 100 mètres du château comtal et à 2 minutes à pied de la basilique Saint-Nazaire-et-Saint-Celse. C'est le quartier préféré des voyageurs visitant Carcassonne, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,6 pour un séjour à deux.L'établissement Best Western Plus Le Donjon - Cœur de La Cité Médiévale accueille des clients Booking.com depuis le 3 août 2005.Chaîne hôtelière/marque:Best WesternEn voir plus",8.3,https://www.booking.com/hotel/fr/bestwesternledonjon.fr.html,    Parking    Animaux domestiques admis    Connexion Wi-Fi gratuite    Chambres familiales    Restaurant    Chambres non-fumeurs    Bar,43.2064642,2.36363366
Carcassonne,A l'ombre des remparts,"29 Rue Trivalle, 11000 Carcassonne, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement A l'ombre des remparts ! Connectez-vous pour économiser.Situé à Carcassonne, à 19 km du château de Lastours et à 1 km du Mémorial (Maison des Mémoires)L'établissement A l'ombre des remparts propose des hébergements avec une connexion Wi-Fi gratuite, la climatisation, un service de prêt de vélos et une terrasse.Offrant une vue sur la ville, l'appartement comprend une terrasse, un coin salon, une télévision par satellite à écran plat, une cuisine entièrement équipée avec un lave-vaisselle et un micro-ondes ainsi qu'une salle de bains privative avec une douche et un sèche-cheveux. Un réfrigérateur, des plaques de cuisson, un grille-pain, une bouilloire et une machine à café sont également fournis.Vous pourrez pratiquer la randonnée, la planche à voile et le vélo dans les environs.La cathédrale de Carcassonne se trouve à 1 km. L'aéroport de Carcassonne, le plus proche, est à 6 km. C'est le quartier préféré des voyageurs visitant Carcassonne, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,9 pour un séjour à deux.L'établissement A l'ombre des remparts accueille des clients Booking.com depuis le 4 juil. 2021.En voir plus",9.3,https://www.booking.com/hotel/fr/a-l-39-ombre-des-remparts.fr.html,    Parking gratuit    Animaux domestiques admis    Connexion Wi-Fi gratuite    Chambres non-fumeurs    Terrasse,43.2091252,2.3619773
